 19 best genes to separate  N1 and  N0 from colon2000.txt with h0.5
 19  62  2
(62F10.5)
  2314.949	   987.799	  2030.877	  3886.992	  4322.879	  3552.984	  1872.491	   183.621	   412.073	  3034.688	  2417.877	   163.609	  2689.205	  1765.185	  5832.317	  1931.142	  4642.063	   754.190	  3134.939	   221.184	  1817.940	  2699.192	   552.659	   137.971	   584.732	   228.286	   404.319	   416.171	   632.746	   636.024	   185.322	   230.691	   188.366	   182.001	   332.361	   103.426	   339.771	   329.869	   448.474	   413.325	   471.479	   812.821	   287.174	   779.639	   505.990	   219.720	   250.281	   228.029	   500.425	   335.690	   846.975	  2517.471	   867.550	   686.536	  1627.270	  1082.381	   660.128	  2787.042	   657.410	   175.229	   966.085	   272.929	
  1644.426	   973.169	   325.045	   541.532	   774.279	  2221.751	  1236.299	   277.544	    89.840	   296.631	  1224.733	    69.132	  1214.464	   480.356	  2008.514	   992.031	  2202.904	    55.178	  1343.421	   148.659	   887.695	   953.954	   309.494	   333.625	   124.020	   126.430	   183.706	    61.530	   244.738	   282.378	    49.021	    51.826	    81.271	    16.042	   102.759	    85.426	   137.654	   178.574	   413.355	   216.261	   664.963	   111.439	    43.592	   170.104	   181.665	    30.198	   401.690	    51.146	   165.185	   182.519	   228.120	  1494.588	   103.128	    99.580	   590.414	    21.080	    76.661	   697.328	   374.200	    88.566	    83.514	    58.478	
  1648.460	   576.640	  1453.344	  1849.617	  2510.985	  2679.890	  1422.483	   608.627	   373.100	  1605.617	  1513.119	   212.962	  1723.448	  1263.404	  1094.673	   558.246	  2570.960	   211.981	  2307.575	   105.085	   697.112	  1240.585	   475.279	   209.219	   464.310	   214.583	   503.652	   334.965	   528.864	   633.223	   194.148	   179.119	   271.711	   118.083	   343.977	   149.652	   348.529	   289.831	   473.998	   597.594	   739.273	   663.108	   436.238	   472.146	   364.579	   287.398	   362.340	   282.715	   226.800	   196.512	   541.352	  1811.188	   453.289	   656.873	  1002.083	   527.058	   392.525	  1746.381	   442.294	   134.119	   376.508	   191.339	
  1342.968	   660.610	   387.242	   598.497	   906.429	  1747.855	  1231.106	   418.399	   620.471	   760.445	  1270.969	   229.045	   437.011	   543.286	  2161.897	   481.009	  1777.966	   360.720	   580.727	   153.230	   476.195	   596.045	   624.426	   338.460	   147.906	   149.523	   170.114	   365.394	   304.489	   449.804	   193.850	   228.630	   489.834	    79.300	   287.230	   102.507	   144.409	   254.694	   286.003	   241.356	   261.011	   175.815	   147.200	   241.739	   214.057	    60.513	   280.291	    92.317	   201.148	    93.077	   302.895	  1051.744	   443.055	   170.089	   625.898	   356.830	   216.845	   371.536	   248.541	   114.880	   238.762	   103.104	
  1779.988	   723.401	  1386.823	  1781.318	  2514.768	  3321.149	  1491.046	   314.353	   258.267	  1560.547	  1392.770	   140.630	  1109.593	   449.395	  1550.911	   328.367	  1063.715	    85.094	   935.204	    42.129	   373.771	   549.095	   389.765	   164.732	   361.312	   154.055	   380.598	   333.179	   494.247	   543.470	   111.710	   125.090	   185.098	    93.284	   187.595	   105.716	   236.521	   215.501	   281.860	   393.584	   566.896	   306.003	   264.904	   167.891	   287.451	   110.497	   180.729	   220.481	    39.381	    84.994	   275.652	   749.407	   288.400	   182.135	   322.629	   339.100	   183.958	   733.769	   107.524	    42.740	   147.190	    52.955	
  1712.210	   597.739	  1472.248	  1731.360	  2551.829	  2593.289	  1483.983	   548.631	   378.265	  1508.181	  1773.087	   209.467	  1881.325	  1294.052	  1334.217	   644.662	  2608.373	   194.856	  2310.261	    99.579	   659.081	  1155.606	   471.167	   196.436	   434.200	   199.052	   519.254	   353.281	   575.875	   660.150	   199.369	   155.811	   246.440	   132.819	   327.181	   149.421	   343.586	   314.119	   448.085	   582.279	   765.677	   562.306	   443.067	   683.194	   378.092	   314.860	   352.781	   306.060	   325.658	   181.344	   735.915	  1779.677	   605.985	   586.173	  1117.890	   635.742	   393.273	  1888.565	   480.740	   127.385	   443.161	   220.748	
    53.147	    27.580	    56.028	    45.746	    63.853	    68.181	    32.112	    61.599	    11.856	    41.881	    73.730	     9.769	    78.095	   121.202	    38.146	    45.339	    66.940	    44.321	    80.684	    48.452	    59.612	    82.048	    87.710	    20.735	   129.958	    79.391	   161.764	   326.668	   152.880	   153.996	    61.740	   136.367	    89.760	    80.119	   143.997	    71.582	    66.211	   220.044	   159.586	   115.217	    93.699	   107.411	   112.941	   127.949	    90.832	   152.015	   109.721	   192.033	   182.197	    50.678	   160.856	    89.425	   337.645	   273.527	    57.803	   375.807	   139.572	    75.669	    63.612	    47.650	   142.753	    63.321	
   761.378	   321.620	   196.595	   388.407	   445.744	   477.913	   319.444	   208.614	   632.944	   351.350	   444.500	   210.223	   471.223	   686.633	   828.645	   713.696	   294.605	   246.655	   357.827	   231.798	   919.773	   337.373	   282.279	   217.133	   104.642	   195.650	   161.104	   526.650	   260.174	   199.573	   180.898	   111.217	   325.470	    75.368	   193.571	   150.993	   150.684	   246.924	   340.164	   383.355	   274.546	   149.712	   150.568	   237.792	   156.995	    87.564	   246.995	    79.712	   236.267	    96.270	   392.742	   615.354	   422.790	   217.024	   334.124	   305.238	   190.500	   341.264	   147.258	   143.870	   224.113	   198.931	
    78.209	    36.278	    77.246	    54.232	    51.189	    82.827	    23.429	    35.995	    45.467	    57.800	   106.566	    13.036	    24.496	    64.026	   124.660	    83.914	    35.364	   117.971	    13.663	    35.812	    47.590	    51.909	   137.390	    95.155	    82.854	    99.305	   186.984	   540.015	    80.914	   116.103	    51.814	   115.379	   246.734	    16.175	   186.342	   110.060	   101.562	   241.178	   340.419	   306.047	   322.534	   277.703	   146.661	   167.674	   124.007	    71.130	   199.211	    84.482	   108.604	    56.353	   273.741	   133.671	   334.389	   193.059	    32.325	   146.051	   114.960	    32.841	    24.730	   117.111	   101.999	    74.107	
    79.775	    26.754	    38.749	    21.046	    62.566	    87.955	    37.641	     9.784	    31.628	    53.200	    64.173	    13.334	    84.144	    83.338	   201.516	   154.792	   186.916	   105.881	    88.165	   163.592	    67.738	   125.914	    68.841	    41.920	   165.446	    99.957	   518.665	   339.309	   121.035	   102.171	   124.393	   180.905	    92.338	    92.736	   161.686	   142.982	   115.749	   306.464	   369.565	   176.869	   337.849	   287.055	   126.994	   267.712	   115.749	   259.962	   163.914	   347.983	   255.598	    93.082	   219.839	    98.794	   416.092	   332.096	    52.744	   461.886	   131.533	   113.666	    89.640	    72.815	   190.519	   131.875	
